game_id,data_set,date,a1,a2,a3,a4,a5,h1,h2,h3,h4,h5,period,away_score,home_score,remaining_time,elapsed,play_length,play_id,team,event_type,assist,away,home,block,entered,left,num,opponent,outof,player,points,possession,reason,result,steal,type,shot_distance,original_x,original_y,converted_x,converted_y,description
GAME-ID,Season that this data sets belongs to.,"Game 
Date","Away Team's
Five-Men Lineup
(Players On The Court)
1","Away Team's
Five-Men Lineup
(Players On The Court)
2","Away Team's
Five-Men Lineup
(Players On The Court)
3","Away Team's
Five-Men Lineup
(Players On The Court)
4","Away Team's
Five-Men Lineup
(Players On The Court)
5","Home Team's
Five-Men Lineup
(Players On The Court)
1","Home Team's
Five-Men Lineup
(Players On The Court)
2","Home Team's
Five-Men Lineup
(Players On The Court)
3","Home Team's
Five-Men Lineup
(Players On The Court)
4","Home Team's
Five-Men Lineup
(Players On The Court)
5",Period of the game that the the event described in that row actually occurred.,Accumulated score of away team at that moment in the game,Accumulated score of home team at that moment in the game,Remaining time in the period,Time passed since the period has started.,Duration of the event described in that row.,All events in a game has an id number,The team that has executed the described event,"Various types of events (fouls, freethrows, turnovers etc.)",The player who made the assist if the event is an assisted field goal.,Player of away team who is participating in a jumpball,Player of home team who is participating in a jumpball,Player who blocked a shot,Player who checks in the game,Player who checks out the game,"Freethrows in an order (first, second, third...)",Player who has drawn a foul.,How many free throws are going to be shoot,Player who made this event,Points scored within the event,Player who grabbed the ball after an event.,More details on how the event happened,Shot made or missed,Player who steals the ball,Various types of events occurs in a game,Shot distance (feet),X axis value of the shot,Y axis value of the shot,"X axis value converted to X coordinate on an standard NBA court 
(94 feet long and 50 feet wide)","Y axis value converted to Y coordinate on an standard NBA court 
(94 feet long and 50 feet wide)","Description of the play
IMPORTANT LIMITATION:
Referee names in descriptions are only available 
from the 2015-2016 season and onwards!"
42300405,NBA 2024 Playoffs,6/17/24,Daniel Gafford,Luka Doncic,Kyrie Irving,P.J. Washington,Derrick Jones Jr.,Al Horford,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,0,0,0:12:00,0:00:00,0:00:00,1,,start of period,,,,,,,,,,,,,,,,start of period,,,,,,
42300405,NBA 2024 Playoffs,6/17/24,Daniel Gafford,Luka Doncic,Kyrie Irving,P.J. Washington,Derrick Jones Jr.,Al Horford,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,0,0,0:12:00,0:00:00,0:00:00,2,BOS,jump ball,,Daniel Gafford,Al Horford,,,,,,,Al Horford,,Jaylen Brown,,,,jump ball,,,,,,Jump Ball Horford vs. Gafford: Tip to Brown
42300405,NBA 2024 Playoffs,6/17/24,Daniel Gafford,Luka Doncic,Kyrie Irving,P.J. Washington,Derrick Jones Jr.,Al Horford,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,0,2,0:11:40,0:00:20,0:00:20,3,BOS,shot,Jayson Tatum,,,,,,,,,Jrue Holiday,2,,,made,,driving layup,1,4,10,25.4,88,Holiday 1' Driving Layup (2 PTS) (Tatum 1 AST)
42300405,NBA 2024 Playoffs,6/17/24,Daniel Gafford,Luka Doncic,Kyrie Irving,P.J. Washington,Derrick Jones Jr.,Al Horford,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,0,2,0:11:23,0:00:37,0:00:17,4,DAL,shot,,,,,,,,,,Luka Doncic,0,,,missed,,3pt step back jump shot,28,97,257,15.3,30.7,MISS Doncic 27' 3PT Step Back Jump Shot
42300405,NBA 2024 Playoffs,6/17/24,Daniel Gafford,Luka Doncic,Kyrie Irving,P.J. Washington,Derrick Jones Jr.,Al Horford,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,0,2,0:11:22,0:00:38,0:00:01,5,BOS,rebound,,,,,,,,,,Jayson Tatum,,,,,,rebound defensive,,,,,,Tatum REBOUND (Off:0 Def:1)
42300405,NBA 2024 Playoffs,6/17/24,Daniel Gafford,Luka Doncic,Kyrie Irving,P.J. Washington,Derrick Jones Jr.,Al Horford,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,0,2,0:11:16,0:00:44,0:00:06,6,DAL,foul,,,,,,,,Jaylen Brown,,Luka Doncic,,,p.foul,,,personal,,,,,,Doncic P.FOUL (P1.T1) (B.Kennedy)
42300405,NBA 2024 Playoffs,6/17/24,Daniel Gafford,Luka Doncic,Kyrie Irving,P.J. Washington,Derrick Jones Jr.,Al Horford,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,0,2,0:11:05,0:00:55,0:00:11,7,BOS,shot,,,,,,,,,,Jaylen Brown,0,,,missed,,3pt pullup jump shot,31,16,312,26.6,57.8,MISS Brown 31' 3PT Pullup Jump Shot
42300405,NBA 2024 Playoffs,6/17/24,Daniel Gafford,Luka Doncic,Kyrie Irving,P.J. Washington,Derrick Jones Jr.,Al Horford,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,0,2,0:11:03,0:00:57,0:00:02,8,DAL,rebound,,,,,,,,,,Luka Doncic,,,,,,rebound defensive,,,,,,Doncic REBOUND (Off:0 Def:1)
42300405,NBA 2024 Playoffs,6/17/24,Daniel Gafford,Luka Doncic,Kyrie Irving,P.J. Washington,Derrick Jones Jr.,Al Horford,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,0,2,0:10:57,0:01:03,0:00:06,9,DAL,turnover,,,,,,,,,,Luka Doncic,,,,,Derrick White,lost ball,,,,,,White STEAL (1 STL): Doncic Lost Ball Turnover (P1.T1)
42300405,NBA 2024 Playoffs,6/17/24,Daniel Gafford,Luka Doncic,Kyrie Irving,P.J. Washington,Derrick Jones Jr.,Al Horford,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,0,2,0:10:46,0:01:14,0:00:11,10,BOS,shot,,,,,,,,,,Jayson Tatum,0,,,missed,,driving floating bank jump shot,9,-80,34,17,85.6,MISS Tatum 9' Driving Floating Bank Jump Shot
42300405,NBA 2024 Playoffs,6/17/24,Daniel Gafford,Luka Doncic,Kyrie Irving,P.J. Washington,Derrick Jones Jr.,Al Horford,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,0,2,0:10:45,0:01:15,0:00:01,11,BOS,rebound,,,,,,,,,,,,,,,,rebound offensive,,,,,,CELTICS Rebound
42300405,NBA 2024 Playoffs,6/17/24,Daniel Gafford,Luka Doncic,Kyrie Irving,P.J. Washington,Derrick Jones Jr.,Al Horford,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,0,2,0:10:43,0:01:17,0:00:02,12,BOS,shot,,,,,,,,,,Jaylen Brown,0,,,missed,,3pt jump shot,25,-206,137,4.4,75.3,MISS Brown 25' 3PT Jump Shot
42300405,NBA 2024 Playoffs,6/17/24,Daniel Gafford,Luka Doncic,Kyrie Irving,P.J. Washington,Derrick Jones Jr.,Al Horford,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,0,2,0:10:42,0:01:18,0:00:01,13,DAL,rebound,,,,,,,,,,,,,,,,rebound defensive,,,,,,Mavericks Rebound
42300405,NBA 2024 Playoffs,6/17/24,Daniel Gafford,Luka Doncic,Kyrie Irving,P.J. Washington,Derrick Jones Jr.,Al Horford,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,0,2,0:10:42,0:01:18,0:00:00,14,BOS,foul,,,,,,,,Luka Doncic,,Jrue Holiday,,,l.b.foul,,,loose ball,,,,,,Holiday L.B.FOUL (P1.T1) (J.Goble)
42300405,NBA 2024 Playoffs,6/17/24,Daniel Gafford,Luka Doncic,Kyrie Irving,P.J. Washington,Derrick Jones Jr.,Al Horford,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,0,2,0:10:26,0:01:34,0:00:16,15,DAL,shot,,,,,,,,,,Kyrie Irving,0,,,missed,,3pt pullup jump shot,27,64,262,18.6,31.2,MISS Irving 27' 3PT Pullup Jump Shot
42300405,NBA 2024 Playoffs,6/17/24,Daniel Gafford,Luka Doncic,Kyrie Irving,P.J. Washington,Derrick Jones Jr.,Al Horford,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,0,2,0:10:23,0:01:37,0:00:03,16,BOS,rebound,,,,,,,,,,Al Horford,,,,,,rebound defensive,,,,,,Horford REBOUND (Off:0 Def:1)
42300405,NBA 2024 Playoffs,6/17/24,Daniel Gafford,Luka Doncic,Kyrie Irving,P.J. Washington,Derrick Jones Jr.,Al Horford,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,0,2,0:10:10,0:01:50,0:00:13,17,BOS,shot,,,,,,,,,,Jaylen Brown,0,,,missed,,turnaround fadeaway,10,-67,68,18.3,82.2,MISS Brown 10' Turnaround Fadeaway Shot
42300405,NBA 2024 Playoffs,6/17/24,Daniel Gafford,Luka Doncic,Kyrie Irving,P.J. Washington,Derrick Jones Jr.,Al Horford,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,0,2,0:10:09,0:01:51,0:00:01,18,DAL,rebound,,,,,,,,,,P.J. Washington,,,,,,rebound defensive,,,,,,Washington REBOUND (Off:0 Def:1)
42300405,NBA 2024 Playoffs,6/17/24,Daniel Gafford,Luka Doncic,Kyrie Irving,P.J. Washington,Derrick Jones Jr.,Al Horford,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,0,2,0:09:55,0:02:05,0:00:14,19,DAL,shot,,,,,,,,,,Luka Doncic,0,,,missed,,3pt step back jump shot,28,-136,240,38.6,29,MISS Doncic 28' 3PT Step Back Jump Shot
42300405,NBA 2024 Playoffs,6/17/24,Daniel Gafford,Luka Doncic,Kyrie Irving,P.J. Washington,Derrick Jones Jr.,Al Horford,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,0,2,0:09:54,0:02:06,0:00:01,20,BOS,rebound,,,,,,,,,,Jayson Tatum,,,,,,rebound defensive,,,,,,Tatum REBOUND (Off:0 Def:2)
42300405,NBA 2024 Playoffs,6/17/24,Daniel Gafford,Luka Doncic,Kyrie Irving,P.J. Washington,Derrick Jones Jr.,Al Horford,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,0,4,0:09:34,0:02:26,0:00:20,21,BOS,shot,Jayson Tatum,,,,,,,,,Jrue Holiday,2,,,made,,layup,2,-1,17,24.9,87.3,Holiday 2' Driving Finger Roll Layup (4 PTS) (Tatum 2 AST)
42300405,NBA 2024 Playoffs,6/17/24,Daniel Gafford,Luka Doncic,Kyrie Irving,P.J. Washington,Derrick Jones Jr.,Al Horford,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,0,4,0:09:08,0:02:52,0:00:26,22,DAL,shot,,,,,,,,,,Derrick Jones Jr.,0,,,missed,,3pt jump shot,26,183,187,6.7,23.7,MISS Jones Jr. 26' 3PT Jump Shot
42300405,NBA 2024 Playoffs,6/17/24,Daniel Gafford,Luka Doncic,Kyrie Irving,P.J. Washington,Derrick Jones Jr.,Al Horford,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,0,4,0:09:05,0:02:55,0:00:03,23,DAL,rebound,,,,,,,,,,,,,,,,rebound offensive,,,,,,Mavericks Rebound
42300405,NBA 2024 Playoffs,6/17/24,Daniel Gafford,Luka Doncic,Kyrie Irving,P.J. Washington,Derrick Jones Jr.,Al Horford,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,2,4,0:08:59,0:03:01,0:00:06,24,DAL,shot,Luka Doncic,,,,,,,,,Derrick Jones Jr.,2,,,made,,dunk,2,-2,22,25.2,7.2,Jones Jr. 2' Alley Oop Dunk (2 PTS) (Doncic 1 AST)
42300405,NBA 2024 Playoffs,6/17/24,Daniel Gafford,Luka Doncic,Kyrie Irving,P.J. Washington,Derrick Jones Jr.,Al Horford,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,2,4,0:08:42,0:03:18,0:00:17,25,BOS,shot,,,,,,,,,,Jayson Tatum,0,,,missed,,3pt pullup jump shot,26,136,227,38.6,66.3,MISS Tatum 26' 3PT Pullup Jump Shot
42300405,NBA 2024 Playoffs,6/17/24,Daniel Gafford,Luka Doncic,Kyrie Irving,P.J. Washington,Derrick Jones Jr.,Al Horford,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,2,4,0:08:41,0:03:19,0:00:01,26,DAL,rebound,,,,,,,,,,,,,,,,rebound defensive,,,,,,Mavericks Rebound
42300405,NBA 2024 Playoffs,6/17/24,Daniel Gafford,Luka Doncic,Kyrie Irving,P.J. Washington,Derrick Jones Jr.,Al Horford,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,2,4,0:08:29,0:03:31,0:00:12,27,DAL,shot,,,,Jrue Holiday,,,,,,Kyrie Irving,0,,,missed,,driving layup,10,39,98,21.1,14.8,Holiday BLOCK (1 BLK): MISS Irving 11' Driving Layup
42300405,NBA 2024 Playoffs,6/17/24,Daniel Gafford,Luka Doncic,Kyrie Irving,P.J. Washington,Derrick Jones Jr.,Al Horford,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,2,4,0:08:28,0:03:32,0:00:01,28,BOS,rebound,,,,,,,,,,Derrick White,,,,,,rebound defensive,,,,,,White REBOUND (Off:0 Def:1)
42300405,NBA 2024 Playoffs,6/17/24,Daniel Gafford,Luka Doncic,Kyrie Irving,P.J. Washington,Derrick Jones Jr.,Al Horford,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,2,6,0:08:24,0:03:36,0:00:04,29,BOS,shot,Derrick White,,,,,,,,,Jrue Holiday,2,,,made,,layup,1,1,11,25.1,87.9,Holiday 1' Running Layup (6 PTS) (White 1 AST)
42300405,NBA 2024 Playoffs,6/17/24,Daniel Gafford,Luka Doncic,Kyrie Irving,P.J. Washington,Derrick Jones Jr.,Al Horford,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,2,6,0:08:12,0:03:48,0:00:12,30,DAL,shot,,,,,,,,,,Luka Doncic,0,,,missed,,driving floating jump shot,11,59,98,19.1,14.8,MISS Doncic 11' Driving Floating Jump Shot
42300405,NBA 2024 Playoffs,6/17/24,Daniel Gafford,Luka Doncic,Kyrie Irving,P.J. Washington,Derrick Jones Jr.,Al Horford,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,2,6,0:08:09,0:03:51,0:00:03,31,BOS,rebound,,,,,,,,,,Al Horford,,,,,,rebound defensive,,,,,,Horford REBOUND (Off:0 Def:2)
42300405,NBA 2024 Playoffs,6/17/24,Daniel Gafford,Luka Doncic,Kyrie Irving,P.J. Washington,Derrick Jones Jr.,Al Horford,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,2,6,0:08:09,0:03:51,0:00:00,32,BOS,jump ball,,Daniel Gafford,Al Horford,,,,,,,Al Horford,,Jayson Tatum,,,,jump ball,,,,,,Jump Ball Horford vs. Gafford: Tip to Tatum
42300405,NBA 2024 Playoffs,6/17/24,Daniel Gafford,Luka Doncic,Kyrie Irving,P.J. Washington,Derrick Jones Jr.,Al Horford,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,2,6,0:07:49,0:04:11,0:00:20,33,BOS,shot,,,,P.J. Washington,,,,,,Jaylen Brown,0,,,missed,,driving layup,8,-48,62,20.2,82.8,MISS Brown 8' Driving Layup: Washington BLOCK (1 BLK)
42300405,NBA 2024 Playoffs,6/17/24,Daniel Gafford,Luka Doncic,Kyrie Irving,P.J. Washington,Derrick Jones Jr.,Al Horford,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,2,6,0:07:48,0:04:12,0:00:01,34,DAL,rebound,,,,,,,,,,P.J. Washington,,,,,,rebound defensive,,,,,,Washington REBOUND (Off:0 Def:2)
42300405,NBA 2024 Playoffs,6/17/24,Daniel Gafford,Luka Doncic,Kyrie Irving,P.J. Washington,Derrick Jones Jr.,Al Horford,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,2,6,0:07:39,0:04:21,0:00:09,35,DAL,shot,,,,,,,,,,Derrick Jones Jr.,0,,,missed,,3pt jump shot,24,-238,52,48.8,10.2,MISS Jones Jr. 24' 3PT Jump Shot
42300405,NBA 2024 Playoffs,6/17/24,Daniel Gafford,Luka Doncic,Kyrie Irving,P.J. Washington,Derrick Jones Jr.,Al Horford,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,2,6,0:07:38,0:04:22,0:00:01,36,DAL,rebound,,,,,,,,,,Daniel Gafford,,,,,,rebound offensive,,,,,,Gafford REBOUND (Off:1 Def:0)
42300405,NBA 2024 Playoffs,6/17/24,Daniel Gafford,Luka Doncic,Kyrie Irving,P.J. Washington,Derrick Jones Jr.,Al Horford,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,2,6,0:07:38,0:04:22,0:00:00,37,DAL,shot,,,,,,,,,,Daniel Gafford,0,,,missed,,layup,0,0,0,25,5,MISS Gafford Tip Layup Shot
42300405,NBA 2024 Playoffs,6/17/24,Daniel Gafford,Luka Doncic,Kyrie Irving,P.J. Washington,Derrick Jones Jr.,Al Horford,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,2,6,0:07:36,0:04:24,0:00:02,38,BOS,rebound,,,,,,,,,,Jaylen Brown,,,,,,rebound defensive,,,,,,Brown REBOUND (Off:0 Def:1)
42300405,NBA 2024 Playoffs,6/17/24,Daniel Gafford,Luka Doncic,Kyrie Irving,P.J. Washington,Derrick Jones Jr.,Al Horford,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,2,9,0:07:28,0:04:32,0:00:08,39,BOS,shot,Jaylen Brown,,,,,,,,,Al Horford,3,,,made,,3pt jump shot,26,-93,248,15.7,64.2,Horford 26' 3PT Jump Shot (3 PTS) (Brown 1 AST)
42300405,NBA 2024 Playoffs,6/17/24,Daniel Gafford,Luka Doncic,Kyrie Irving,P.J. Washington,Derrick Jones Jr.,Al Horford,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,2,9,0:07:26,0:04:34,0:00:02,40,DAL,timeout,,,,,,,,,,,,,,,,timeout: regular,,,,,,Mavericks Timeout: Regular (Reg.1 Short 0)
42300405,NBA 2024 Playoffs,6/17/24,Dereck Lively II,Luka Doncic,Kyrie Irving,P.J. Washington,Derrick Jones Jr.,Al Horford,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,2,9,0:07:26,0:04:34,0:00:00,41,DAL,substitution,,,,,Dereck Lively II,Daniel Gafford,,,,Daniel Gafford,,,,,,sub,,,,,,SUB: Lively II FOR Gafford
42300405,NBA 2024 Playoffs,6/17/24,Dereck Lively II,Luka Doncic,Kyrie Irving,P.J. Washington,Josh Green,Al Horford,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,2,9,0:07:26,0:04:34,0:00:00,42,DAL,substitution,,,,,Josh Green,Derrick Jones Jr.,,,,Derrick Jones Jr.,,,,,,sub,,,,,,SUB: Green FOR Jones Jr.
42300405,NBA 2024 Playoffs,6/17/24,Dereck Lively II,Luka Doncic,Kyrie Irving,P.J. Washington,Josh Green,Al Horford,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,2,9,0:07:12,0:04:48,0:00:14,43,BOS,foul,,,,,,,,Dereck Lively II,,Jaylen Brown,,,p.foul,,,personal,,,,,,Brown P.FOUL (P1.T2) (J.Goble)
42300405,NBA 2024 Playoffs,6/17/24,Dereck Lively II,Luka Doncic,Kyrie Irving,P.J. Washington,Josh Green,Al Horford,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,4,9,0:07:02,0:04:58,0:00:10,44,DAL,shot,,,,,,,,,,Luka Doncic,2,,,made,,jump shot,7,18,72,23.2,12.2,Doncic 7' Pullup Jump Shot (2 PTS)
42300405,NBA 2024 Playoffs,6/17/24,Dereck Lively II,Luka Doncic,Kyrie Irving,P.J. Washington,Josh Green,Al Horford,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,4,9,0:07:02,0:04:58,0:00:00,45,BOS,foul,,,,,,,,Luka Doncic,,Al Horford,,,s.foul,,,shooting,,,,,,Horford S.FOUL (P1.T3) (B.Kennedy)
42300405,NBA 2024 Playoffs,6/17/24,Dereck Lively II,Luka Doncic,Kyrie Irving,P.J. Washington,Josh Green,Al Horford,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,5,9,0:07:02,0:04:58,0:00:00,46,DAL,free throw,,,,,,,1,,1,Luka Doncic,1,,,made,,free throw 1/1,,,,,,Doncic Free Throw 1 of 1 (3 PTS)
42300405,NBA 2024 Playoffs,6/17/24,Dereck Lively II,Luka Doncic,Kyrie Irving,P.J. Washington,Josh Green,Al Horford,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,5,9,0:06:49,0:05:11,0:00:13,47,DAL,foul,,,,,,,,Derrick White,,Kyrie Irving,,,s.foul,,,shooting,,,,,,Irving S.FOUL (P1.T2) (B.Kennedy)
42300405,NBA 2024 Playoffs,6/17/24,Dereck Lively II,Luka Doncic,Kyrie Irving,P.J. Washington,Josh Green,Al Horford,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,5,10,0:06:49,0:05:11,0:00:00,48,BOS,free throw,,,,,,,1,,2,Derrick White,1,,,made,,free throw 1/2,,,,,,White Free Throw 1 of 2 (1 PTS)
42300405,NBA 2024 Playoffs,6/17/24,Dereck Lively II,Luka Doncic,Kyrie Irving,P.J. Washington,Josh Green,Kristaps Porzingis,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,5,10,0:06:49,0:05:11,0:00:00,49,BOS,substitution,,,,,Kristaps Porzingis,Al Horford,,,,Al Horford,,,,,,sub,,,,,,SUB: Porzingis FOR Horford
42300405,NBA 2024 Playoffs,6/17/24,Dereck Lively II,Luka Doncic,Kyrie Irving,P.J. Washington,Josh Green,Al Horford,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,5,11,0:06:49,0:05:11,0:00:00,50,BOS,free throw,,,,,,,2,,2,Derrick White,1,,,made,,free throw 2/2,,,,,,White Free Throw 2 of 2 (2 PTS)
42300405,NBA 2024 Playoffs,6/17/24,Dereck Lively II,Luka Doncic,Kyrie Irving,P.J. Washington,Josh Green,Kristaps Porzingis,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,5,11,0:06:34,0:05:26,0:00:15,51,DAL,shot,,,,,,,,,,Kyrie Irving,0,,,missed,,3pt pullup jump shot,28,-222,164,47.2,21.4,MISS Irving 28' 3PT Pullup Jump Shot
42300405,NBA 2024 Playoffs,6/17/24,Dereck Lively II,Luka Doncic,Kyrie Irving,P.J. Washington,Josh Green,Kristaps Porzingis,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,5,11,0:06:32,0:05:28,0:00:02,52,BOS,rebound,,,,,,,,,,Jayson Tatum,,,,,,rebound defensive,,,,,,Tatum REBOUND (Off:0 Def:3)
42300405,NBA 2024 Playoffs,6/17/24,Dereck Lively II,Luka Doncic,Kyrie Irving,P.J. Washington,Josh Green,Kristaps Porzingis,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,5,13,0:06:25,0:05:35,0:00:07,53,BOS,shot,,,,,,,,,,Jaylen Brown,2,,,made,,driving floating bank jump shot,7,-62,31,18.8,85.9,Brown 7' Driving Floating Bank Jump Shot (2 PTS)
42300405,NBA 2024 Playoffs,6/17/24,Dereck Lively II,Luka Doncic,Kyrie Irving,P.J. Washington,Josh Green,Kristaps Porzingis,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,8,13,0:06:07,0:05:53,0:00:18,54,DAL,shot,Luka Doncic,,,,,,,,,Josh Green,3,,,made,,3pt jump shot,27,-129,241,37.9,29.1,Green 27' 3PT Jump Shot (3 PTS) (Doncic 2 AST)
42300405,NBA 2024 Playoffs,6/17/24,Dereck Lively II,Luka Doncic,Kyrie Irving,P.J. Washington,Josh Green,Kristaps Porzingis,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,8,13,0:05:46,0:06:14,0:00:21,55,BOS,shot,,,,,,,,,,Jrue Holiday,0,,,missed,,driving layup,1,-13,2,23.7,88.8,MISS Holiday 1' Driving Layup
42300405,NBA 2024 Playoffs,6/17/24,Dereck Lively II,Luka Doncic,Kyrie Irving,P.J. Washington,Josh Green,Kristaps Porzingis,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,8,13,0:05:45,0:06:15,0:00:01,56,DAL,rebound,,,,,,,,,,Josh Green,,,,,,rebound defensive,,,,,,Green REBOUND (Off:0 Def:1)
42300405,NBA 2024 Playoffs,6/17/24,Dereck Lively II,Luka Doncic,Kyrie Irving,P.J. Washington,Josh Green,Kristaps Porzingis,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,11,13,0:05:28,0:06:32,0:00:17,57,DAL,shot,Luka Doncic,,,,,,,,,Josh Green,3,,,made,,3pt jump shot,28,-23,276,27.3,32.6,Green 28' 3PT Jump Shot (6 PTS) (Doncic 3 AST)
42300405,NBA 2024 Playoffs,6/17/24,Dereck Lively II,Luka Doncic,Kyrie Irving,P.J. Washington,Josh Green,Kristaps Porzingis,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,11,13,0:05:09,0:06:51,0:00:19,58,BOS,shot,,,,P.J. Washington,,,,,,Jayson Tatum,0,,,missed,,driving layup,7,-60,42,19,84.8,MISS Tatum 7' Driving Layup: Washington BLOCK (2 BLK)
42300405,NBA 2024 Playoffs,6/17/24,Dereck Lively II,Luka Doncic,Kyrie Irving,P.J. Washington,Josh Green,Kristaps Porzingis,Jaylen Brown,Jrue Holiday,Jayson Tatum,Derrick White,1,11,13,0:05:08,0:06:52,0:00:01,59,BOS,rebound,,,,,,,,,,,,,,,,rebound offensive,,,,,,CELTICS Rebound
42300405,NBA 2024 Playoffs,6/17/24,Dereck Lively II,Luka Doncic,Kyrie Irving,P.J. Washington,Josh Green,Kristaps Porzingis,Jaylen Brown,Sam Hauser,Jayson Tatum,Derrick White,1,11,13,0:05:08,0:06:52,0:00:00,60,BOS,substitution,,,,,Sam Hauser,Jrue Holiday,,,,Jrue Holiday,,,,,,sub,,,,,,SUB: Hauser FOR Holiday
42300405,NBA 2024 Playoffs,6/17/24,Dereck Lively II,Luka Doncic,Kyrie Irving,P.J. Washington,Josh Green,Kristaps Porzingis,Jaylen Brown,Sam Hauser,Jayson Tatum,Derrick White,1,11,13,0:05:08,0:06:52,0:00:00,61,BOS,jump ball,,P.J. Washington,Jayson Tatum,,,,,,,Jayson Tatum,,Jayson Tatum,,,,jump ball,,,,,,Jump Ball Tatum vs. Washington: Tip to Tatum
42300405,NBA 2024 Playoffs,6/17/24,Dereck Lively II,Luka Doncic,Kyrie Irving,P.J. Washington,Josh Green,Kristaps Porzingis,Jaylen Brown,Sam Hauser,Jayson Tatum,Derrick White,1,11,16,0:05:03,0:06:57,0:00:05,62,BOS,shot,Jayson Tatum,,,,,,,,,Derrick White,3,,,made,,3pt jump shot,26,-146,212,10.4,67.8,White 26' 3PT Jump Shot (5 PTS) (Tatum 3 AST)
42300405,NBA 2024 Playoffs,6/17/24,Dereck Lively II,Luka Doncic,Kyrie Irving,P.J. Washington,Josh Green,Kristaps Porzingis,Jaylen Brown,Sam Hauser,Jayson Tatum,Derrick White,1,11,16,0:04:47,0:07:13,0:00:16,63,DAL,shot,,,,,,,,,,P.J. Washington,0,,,missed,,3pt jump shot,27,114,240,13.6,29,MISS Washington 27' 3PT Jump Shot
