game_id,data_set,date,a1,a2,a3,a4,a5,h1,h2,h3,h4,h5,period,away_score,home_score,remaining_time,elapsed,play_length,play_id,team,event_type,assist,away,home,block,entered,left,num,opponent,outof,player,points,possession,reason,result,steal,type,shot_distance,original_x,original_y,converted_x,converted_y,description
42300405,NBA 2024 Playoffs,6/17/24,Jaden Hardy,Dwight Powell,A.J. Lawson,Olivier-Maxence Prosper,Dante Exum,Luke Kornet,Derrick White,Jrue Holiday,Jaylen Brown,Jayson Tatum,4,86,106,0:01:35,0:10:25,0:00:03,422,BOS,rebound,,,,,,,,,,Luke Kornet,,,,,,rebound offensive,,,,,,Kornet REBOUND (Off:1 Def:0)
42300405,NBA 2024 Playoffs,6/17/24,Jaden Hardy,Dwight Powell,A.J. Lawson,Olivier-Maxence Prosper,Dante Exum,Luke Kornet,Derrick White,Jrue Holiday,Jaylen Brown,Jayson Tatum,4,86,106,0:01:21,0:10:39,0:00:14,423,BOS,turnover,,,,,,,,,,,,,,,,shot clock,,,,,,CELTICS Turnover: Shot Clock (T#9)
42300405,NBA 2024 Playoffs,6/17/24,Jaden Hardy,Dwight Powell,A.J. Lawson,Olivier-Maxence Prosper,Dante Exum,Luke Kornet,Derrick White,Jrue Holiday,Jaylen Brown,Sam Hauser,4,86,106,0:01:21,0:10:39,0:00:00,424,BOS,substitution,,,,,Sam Hauser,Jayson Tatum,,,,Jayson Tatum,,,,,,sub,,,,,,SUB: Hauser FOR Tatum
42300405,NBA 2024 Playoffs,6/17/24,Jaden Hardy,Dwight Powell,A.J. Lawson,Olivier-Maxence Prosper,Dante Exum,Luke Kornet,Derrick White,Jrue Holiday,Payton Pritchard,Sam Hauser,4,86,106,0:01:21,0:10:39,0:00:00,425,BOS,substitution,,,,,Payton Pritchard,Jaylen Brown,,,,Jaylen Brown,,,,,,sub,,,,,,SUB: Pritchard FOR Brown
42300405,NBA 2024 Playoffs,6/17/24,Jaden Hardy,Dwight Powell,A.J. Lawson,Olivier-Maxence Prosper,Dante Exum,Luke Kornet,Derrick White,Jrue Holiday,Payton Pritchard,Sam Hauser,4,88,106,0:01:09,0:10:51,0:00:12,426,DAL,shot,,,,,,,,,,Jaden Hardy,2,,,made,,jump shot,18,-118,139,36.8,18.9,Hardy 18' Step Back Jump Shot (3 PTS)
42300405,NBA 2024 Playoffs,6/17/24,Jaden Hardy,Dwight Powell,A.J. Lawson,Olivier-Maxence Prosper,Dante Exum,Luke Kornet,Derrick White,Jrue Holiday,Payton Pritchard,Sam Hauser,4,88,106,0:00:48,0:11:12,0:00:21,427,BOS,shot,,,,,,,,,,Derrick White,0,,,missed,,jump shot,21,130,161,38,72.9,MISS White 21' Pullup Jump Shot
42300405,NBA 2024 Playoffs,6/17/24,Jaden Hardy,Dwight Powell,A.J. Lawson,Olivier-Maxence Prosper,Dante Exum,Luke Kornet,Derrick White,Jrue Holiday,Payton Pritchard,Sam Hauser,4,88,106,0:00:46,0:11:14,0:00:02,428,DAL,rebound,,,,,,,,,,Olivier-Maxence Prosper,,,,,,rebound defensive,,,,,,Prosper REBOUND (Off:0 Def:1)
42300405,NBA 2024 Playoffs,6/17/24,Jaden Hardy,Dwight Powell,A.J. Lawson,Olivier-Maxence Prosper,Dante Exum,Luke Kornet,Derrick White,Jrue Holiday,Payton Pritchard,Sam Hauser,4,88,106,0:00:38,0:11:22,0:00:08,429,BOS,foul,,,,,,,,Olivier-Maxence Prosper,,Sam Hauser,,,personal take foul,,,personal take,,,,,,Hauser Personal Take Foul (P1.T2) (Z.Zarba)
42300405,NBA 2024 Playoffs,6/17/24,Jaden Hardy,Dwight Powell,A.J. Lawson,Olivier-Maxence Prosper,Dante Exum,Luke Kornet,Derrick White,Oshae Brissett,Payton Pritchard,Sam Hauser,4,88,106,0:00:38,0:11:22,0:00:00,430,BOS,substitution,,,,,Oshae Brissett,Jrue Holiday,,,,Jrue Holiday,,,,,,sub,,,,,,SUB: Brissett FOR Holiday
42300405,NBA 2024 Playoffs,6/17/24,Jaden Hardy,Dwight Powell,A.J. Lawson,Olivier-Maxence Prosper,Dante Exum,Luke Kornet,Svi Mykhailiuk,Oshae Brissett,Payton Pritchard,Sam Hauser,4,88,106,0:00:38,0:11:22,0:00:00,431,BOS,substitution,,,,,Svi Mykhailiuk,Derrick White,,,,Derrick White,,,,,,sub,,,,,,SUB: Mykhailiuk FOR White
42300405,NBA 2024 Playoffs,6/17/24,Jaden Hardy,Dwight Powell,A.J. Lawson,Olivier-Maxence Prosper,Dante Exum,Luke Kornet,Svi Mykhailiuk,Oshae Brissett,Payton Pritchard,Sam Hauser,4,88,106,0:00:33,0:11:27,0:00:05,432,DAL,shot,,,,,,,,,,Jaden Hardy,0,,,missed,,driving dunk,2,2,17,24.8,6.7,MISS Hardy 2' Driving Dunk
42300405,NBA 2024 Playoffs,6/17/24,Jaden Hardy,Dwight Powell,A.J. Lawson,Olivier-Maxence Prosper,Dante Exum,Luke Kornet,Svi Mykhailiuk,Oshae Brissett,Payton Pritchard,Sam Hauser,4,88,106,0:00:32,0:11:28,0:00:01,433,BOS,rebound,,,,,,,,,,Svi Mykhailiuk,,,,,,rebound defensive,,,,,,Mykhailiuk REBOUND (Off:0 Def:1)
42300405,NBA 2024 Playoffs,6/17/24,Jaden Hardy,Dwight Powell,A.J. Lawson,Olivier-Maxence Prosper,Dante Exum,Luke Kornet,Svi Mykhailiuk,Oshae Brissett,Payton Pritchard,Sam Hauser,4,88,106,0:00:22,0:11:38,0:00:10,434,BOS,shot,,,,,,,,,,Sam Hauser,0,,,missed,,3pt jump shot,27,-100,251,15,63.9,MISS Hauser 27' 3PT Jump Shot
42300405,NBA 2024 Playoffs,6/17/24,Jaden Hardy,Dwight Powell,A.J. Lawson,Olivier-Maxence Prosper,Dante Exum,Luke Kornet,Svi Mykhailiuk,Oshae Brissett,Payton Pritchard,Sam Hauser,4,88,106,0:00:21,0:11:39,0:00:01,435,DAL,rebound,,,,,,,,,,Dwight Powell,,,,,,rebound defensive,,,,,,Powell REBOUND (Off:0 Def:1)
42300405,NBA 2024 Playoffs,6/17/24,Jaden Hardy,Dwight Powell,A.J. Lawson,Olivier-Maxence Prosper,Dante Exum,Luke Kornet,Svi Mykhailiuk,Oshae Brissett,Payton Pritchard,Sam Hauser,4,88,106,0:00:00,0:12:00,0:00:21,436,,end of period,,,,,,,,,,,,,,,,end of period,,,,,,
